population,characteristics_code,subcategory_code,domain_label,ucc,item_text,display_level,series_id,aggregate_expenditure,mean_expenditure,rse,high_rse
All Consumer Units,01,HOUSING,Housing,320624,"Flooring installation, repair, and replacement",5,CXU320624LB0101M,1531.0,11.0,65.77,true
All Consumer Units,01,HOUSING,Housing,320625,"Flooring installation, repair, and replacement",5,CXU320625LB0101M,17525.0,129.0,16.93,false
All Consumer Units,01,HOUSING,Housing,320626,"Flooring installation, repair, and replacement",6,CXU320626LB0101M,155.0,1.0,54.48,true
All Consumer Units,01,HOUSING,Housing,320631,Material for landscape maintenance,5,CXU320631LB0101M,349.0,3.0,20.13,false
All Consumer Units,01,HOUSING,Housing,320632,Materials for landscaping maintenance,5,CXU320632LB0101M,,,,
All Consumer Units,01,HOUSING,Housing,320633,Materials for landscaping maintenance,6,CXU320633LB0101M,,,,
All Consumer Units,01,HOUSING,Housing,320901,Office furniture for home use,3,CXU320901LB0101M,2023.0,15.0,11.37,false
All Consumer Units,01,HOUSING,Housing,320902,Hand tools,3,CXU320902LB0101M,2563.0,19.0,15.94,false
All Consumer Units,01,HOUSING,Housing,320903,Indoor plants and fresh flowers,3,CXU320903LB0101M,11293.0,83.0,4.66,false
All Consumer Units,01,HOUSING,Housing,320904,Closet and storage items,3,CXU320904LB0101M,3379.0,25.0,12.89,false
All Consumer Units,01,HOUSING,Housing,320905,Miscellaneous household equipment and parts,3,CXU320905LB0101M,9569.0,71.0,7.78,false
All Consumer Units,01,HOUSING,Housing,330119,Laundry and cleaning products,2,CXU330119LB0101M,28265.0,209.0,3.14,false
All Consumer Units,01,HOUSING,Housing,330310,"Cleansing and toilet tissue, paper towels, and napkins",3,CXU330310LB0101M,17759.0,131.0,4.11,false
All Consumer Units,01,HOUSING,Housing,330410,"Stationery, stationery supplies, and gift wrap",3,CXU330410LB0101M,11578.0,86.0,12.12,false
All Consumer Units,01,HOUSING,Housing,330510,Miscellaneous household products,3,CXU330510LB0101M,37507.0,277.0,5.26,false
All Consumer Units,01,HOUSING,Housing,330511,Termite/pest control products,3,CXU330511LB0101M,2309.0,17.0,5.67,false
All Consumer Units,01,HOUSING,Housing,330610,Lawn and garden supplies,3,CXU330610LB0101M,17411.0,129.0,5.63,false
All Consumer Units,01,HOUSING,Housing,340110,Postage,3,CXU340110LB0101M,5857.0,43.0,12.51,false
All Consumer Units,01,HOUSING,Housing,340120,Delivery services,3,CXU340120LB0101M,335.0,2.0,19.92,false
All Consumer Units,01,HOUSING,Housing,340310,Housekeeping services,3,CXU340310LB0101M,25286.0,186.0,5.45,false
All Consumer Units,01,HOUSING,Housing,340410,Gardening and lawn care service,3,CXU340410LB0101M,32314.0,238.0,7.64,false
All Consumer Units,01,HOUSING,Housing,340420,Water softening services,3,CXU340420LB0101M,91.0,1.0,27.47,true
All Consumer Units,01,HOUSING,Housing,340421,Water softening services (owner),3,CXU340421LB0101M,569.0,4.0,13.71,false
All Consumer Units,01,HOUSING,Housing,340422,Water softening services (renter),3,CXU340422LB0101M,72.0,1.0,47.56,true
All Consumer Units,01,HOUSING,Housing,340510,"Moving, storage, and freight",3,CXU340510LB0101M,8125.0,60.0,8.86,false
All Consumer Units,01,HOUSING,Housing,340520,"Household laundry and dry cleaning, sent out (nonclothing) not coin-operated",3,CXU340520LB0101M,,,,
All Consumer Units,01,HOUSING,Housing,340530,Coin-operated household laundry and dry cleaning (nonclothing),3,CXU340530LB0101M,,,,
All Consumer Units,01,HOUSING,Housing,340620,"Appliance repair, including service center",3,CXU340620LB0101M,247.0,2.0,18.56,false
All Consumer Units,01,HOUSING,Housing,340630,"Reupholstering, furniture repair",3,CXU340630LB0101M,1266.0,9.0,35.08,true
All Consumer Units,01,HOUSING,Housing,340901,"Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment",3,CXU340901LB0101M,958.0,7.0,12.83,false
All Consumer Units,01,HOUSING,Housing,340903,Other home services,3,CXU340903LB0101M,3475.0,26.0,11.25,false
All Consumer Units,01,HOUSING,Housing,340904,Rental of furniture,3,CXU340904LB0101M,558.0,4.0,24.98,false
All Consumer Units,01,HOUSING,Housing,340906,"Care for elderly, invalids, handicapped, etc.",3,CXU340906LB0101M,10279.0,76.0,33.2,true
All Consumer Units,01,HOUSING,Housing,340907,Appliance rentals,3,CXU340907LB0101M,244.0,2.0,32.82,true
All Consumer Units,01,HOUSING,Housing,340908,Rental of office equipment for nonbusiness use,3,CXU340908LB0101M,120.0,1.0,17.79,false
All Consumer Units,01,HOUSING,Housing,340910,Adult day care centers,3,CXU340910LB0101M,130.0,1.0,55.23,true
All Consumer Units,01,HOUSING,Housing,340911,Management and upkeep services for security,5,CXU340911LB0101M,1743.0,13.0,15.04,false
All Consumer Units,01,HOUSING,Housing,340912,Management and upkeep services for security,6,CXU340912LB0101M,261.0,2.0,25.51,true
All Consumer Units,01,HOUSING,Housing,340913,Repair of miscellaneous household equipment and furnishings,3,CXU340913LB0101M,341.0,3.0,89.89,true
All Consumer Units,01,HOUSING,Housing,340914,Services for termite/pest control,3,CXU340914LB0101M,9237.0,68.0,5.67,false
All Consumer Units,01,HOUSING,Housing,340915,Home security system service fees,3,CXU340915LB0101M,6028.0,44.0,5.88,false
All Consumer Units,01,HOUSING,Housing,350110,Tenant's insurance,4,CXU350110LB0101M,5398.0,40.0,5.75,false
All Consumer Units,01,HOUSING,Housing,430130,Luggage,3,CXU430130LB0101M,4162.0,31.0,29.61,true
All Consumer Units,01,HOUSING,Housing,670320,"Babysitting, childcare, daycare, preschool",2,CXU670320LB0101M,63869.0,470.0,6.86,false
All Consumer Units,01,HOUSING,Housing,690111,Computers and computer hardware for nonbusiness use,3,CXU690111LB0101M,24175.0,178.0,5.34,false
All Consumer Units,01,HOUSING,Housing,690113,Repair of computer systems for nonbusiness use,3,CXU690113LB0101M,1022.0,8.0,15.6,false
All Consumer Units,01,HOUSING,Housing,690114,Computer information services (internet),3,CXU690114LB0101M,94747.0,698.0,1.45,false
All Consumer Units,01,HOUSING,Housing,690116,Internet services away from home,3,CXU690116LB0101M,494.0,4.0,10.85,false
All Consumer Units,01,HOUSING,Housing,690117,Portable memory,3,CXU690117LB0101M,510.0,4.0,11.0,false
All Consumer Units,01,HOUSING,Housing,690119,Computer software,3,CXU690119LB0101M,3724.0,28.0,12.51,false
All Consumer Units,01,HOUSING,Housing,690120,Computer accessories,3,CXU690120LB0101M,3820.0,28.0,13.85,false
All Consumer Units,01,HOUSING,Housing,690230,Business equipment for home use,3,CXU690230LB0101M,353.0,3.0,21.41,false
All Consumer Units,01,HOUSING,Housing,690244,Other household appliances (renter),3,CXU690244LB0101M,421.0,3.0,17.49,false
All Consumer Units,01,HOUSING,Housing,690245,Other household appliances (owned home),3,CXU690245LB0101M,1672.0,12.0,19.24,false
All Consumer Units,01,HOUSING,Housing,690310,Installation of computers,3,CXU690310LB0101M,25.0,,51.98,true
All Consumer Units,01,HOUSING,Housing,790690,Construction materials for jobs not started,6,CXU790690LB0101M,386.0,3.0,46.89,true
All Consumer Units,01,HOUSING,Housing,800710,Rent as pay,1,CXU800710LB0101M,10282.0,76.0,14.08,false
All Consumer Units,01,HOUSING,Housing,830111,Late fee mortgage pay (owned home),4,CXU830111LB0101M,21.0,,61.23,true
All Consumer Units,01,HOUSING,Housing,830112,Late fee mortgage pay (owned vacation),5,CXU830112LB0101M,,,,
All Consumer Units,01,HOUSING,Housing,880110,"Interest paid, home equity line of credit",4,CXU880110LB0101M,17641.0,130.0,11.06,false
All Consumer Units,01,HOUSING,Housing,880310,"Interest paid, home equity line of credit",5,CXU880310LB0101M,151.0,1.0,102.66,true
All Consumer Units,01,HOUSING,Housing,990900,"Rental and installation of dishwashers, range hoods, and garbage disposals",3,CXU990900LB0101M,,,,
All Consumer Units,01,HOUSING,Housing,990920,"Materials for additions, finishing basements, and remodeling rooms",6,CXU990920LB0101M,255.0,2.0,39.97,true
All Consumer Units,01,HOUSING,Housing,990930,"Materials to finish basements, remodel rooms, or build patios or walkways",6,CXU990930LB0101M,,,,
All Consumer Units,01,HOUSING,Housing,990940,Material for finishing basements and remodeling rooms,7,CXU990940LB0101M,,,,
All Consumer Units,01,TRANS,Transportation,450110,New cars,3,CXU450110LB0101M,90905.0,670.0,14.45,false
All Consumer Units,01,TRANS,Transportation,450210,New trucks,3,CXU450210LB0101M,244331.0,1800.0,6.96,false
All Consumer Units,01,TRANS,Transportation,450220,New motorcycles,3,CXU450220LB0101M,3997.0,29.0,61.22,true
All Consumer Units,01,TRANS,Transportation,450350,Car/truck lease payments,5,CXU450350LB0101M,30989.0,228.0,9.4,false
All Consumer Units,01,TRANS,Transportation,450351,Extra fees for car/truck lease,5,CXU450351LB0101M,200.0,1.0,31.55,true
All Consumer Units,01,TRANS,Transportation,450352,Trade in allowance for car/truck lease,5,CXU450352LB0101M,4462.0,33.0,45.24,true
All Consumer Units,01,TRANS,Transportation,450353,Cash down payment car/truck lease,5,CXU450353LB0101M,5304.0,39.0,22.28,false
All Consumer Units,01,TRANS,Transportation,450354,Termination fee for car/truck lease,5,CXU450354LB0101M,66.0,,57.91,true
All Consumer Units,01,TRANS,Transportation,450900,New aircraft,3,CXU450900LB0101M,,,,
All Consumer Units,01,TRANS,Transportation,460110,Used cars,3,CXU460110LB0101M,96415.0,710.0,11.67,false
All Consumer Units,01,TRANS,Transportation,460901,Used trucks,3,CXU460901LB0101M,286118.0,2108.0,5.88,false
All Consumer Units,01,TRANS,Transportation,460902,Used motorcycles,3,CXU460902LB0101M,2775.0,20.0,52.75,true
All Consumer Units,01,TRANS,Transportation,460903,Used aircraft,3,CXU460903LB0101M,,,,
All Consumer Units,01,TRANS,Transportation,470111,Gasoline,2,CXU470111LB0101M,327284.0,2411.0,1.43,false
All Consumer Units,01,TRANS,Transportation,470112,Diesel fuel,2,CXU470112LB0101M,10237.0,75.0,10.1,false
All Consumer Units,01,TRANS,Transportation,470113,Gasoline on out of town trips,2,CXU470113LB0101M,20220.0,149.0,4.45,false
All Consumer Units,01,TRANS,Transportation,470212,Motor oil on out of town trips,2,CXU470212LB0101M,204.0,2.0,4.45,false
All Consumer Units,01,TRANS,Transportation,470311,Electric vehicle charging,2,CXU470311LB0101M,1352.0,10.0,14.56,false
All Consumer Units,01,TRANS,Transportation,480100,"Vehicle parts, accessories, fluid excluding tires",2,CXU480100LB0101M,6048.0,45.0,13.17,false
All Consumer Units,01,TRANS,Transportation,480110,"Tires - purchased, replaced, and installed",3,CXU480110LB0101M,29518.0,217.0,4.24,false
All Consumer Units,01,TRANS,Transportation,490100,Vehicle maintenance/repair excluding tire purchase,2,CXU490100LB0101M,90885.0,669.0,3.26,false
All Consumer Units,01,TRANS,Transportation,490900,Auto repair service policy,3,CXU490900LB0101M,6985.0,51.0,15.33,false
All Consumer Units,01,TRANS,Transportation,500110,Vehicle insurance,2,CXU500110LB0101M,270566.0,1993.0,1.29,false
All Consumer Units,01,TRANS,Transportation,510110,Automobile finance charges,3,CXU510110LB0101M,12858.0,95.0,5.37,false
All Consumer Units,01,TRANS,Transportation,510901,Truck finance charges,3,CXU510901LB0101M,40315.0,297.0,4.01,false
All Consumer Units,01,TRANS,Transportation,510902,Motorcycle and plane finance charges,3,CXU510902LB0101M,471.0,3.0,25.49,true
All Consumer Units,01,TRANS,Transportation,520110,State and local vehicle registration,2,CXU520110LB0101M,20114.0,148.0,5.69,false
All Consumer Units,01,TRANS,Transportation,520310,Drivers' licenses,3,CXU520310LB0101M,1664.0,12.0,5.69,false
All Consumer Units,01,TRANS,Transportation,520410,Vehicle inspections,3,CXU520410LB0101M,1916.0,14.0,8.31,false
All Consumer Units,01,TRANS,Transportation,520516,Auto/truck rental,5,CXU520516LB0101M,15282.0,113.0,6.33,false
All Consumer Units,01,TRANS,Transportation,520517,Auto/truck rental on out of town trips,5,CXU520517LB0101M,725.0,5.0,16.36,false
All Consumer Units,01,TRANS,Transportation,520531,"Parking fees in home city, excluding residence",4,CXU520531LB0101M,6077.0,45.0,8.66,false
All Consumer Units,01,TRANS,Transportation,520532,Parking fees on out of town trips,4,CXU520532LB0101M,1796.0,13.0,7.52,false
All Consumer Units,01,TRANS,Transportation,520541,Tolls or electronic toll passes,3,CXU520541LB0101M,8141.0,60.0,9.37,false
All Consumer Units,01,TRANS,Transportation,520542,Tolls on out of town trips,3,CXU520542LB0101M,756.0,6.0,6.14,false
All Consumer Units,01,TRANS,Transportation,520550,Towing charges,3,CXU520550LB0101M,814.0,6.0,19.06,false
All Consumer Units,01,TRANS,Transportation,520902,Motorcycle rental,5,CXU520902LB0101M,66.0,,92.36,true
All Consumer Units,01,TRANS,Transportation,520903,Aircraft rental,5,CXU520903LB0101M,408.0,3.0,79.51,true
All Consumer Units,01,TRANS,Transportation,520905,Motorcycle rental on out of town trips,5,CXU520905LB0101M,2.0,,101.26,true
All Consumer Units,01,TRANS,Transportation,520906,Aircraft rental on out of town trips,5,CXU520906LB0101M,,,,
All Consumer Units,01,TRANS,Transportation,530110,Airline fares,2,CXU530110LB0101M,92565.0,682.0,3.68,false
All Consumer Units,01,TRANS,Transportation,530210,Intercity bus fares,2,CXU530210LB0101M,1597.0,12.0,8.33,false
All Consumer Units,01,TRANS,Transportation,530311,Intracity mass transit fares,2,CXU530311LB0101M,14778.0,109.0,4.94,false
All Consumer Units,01,TRANS,Transportation,530312,Local transportation on out of town trips,2,CXU530312LB0101M,228.0,2.0,20.17,false
All Consumer Units,01,TRANS,Transportation,530411,Taxi fares and limousine services on trips,2,CXU530411LB0101M,134.0,1.0,20.17,false
All Consumer Units,01,TRANS,Transportation,530412,Taxi fares and limousine services,2,CXU530412LB0101M,18363.0,135.0,5.02,false
All Consumer Units,01,TRANS,Transportation,530510,Intercity train fares,2,CXU530510LB0101M,3526.0,26.0,6.92,false
All Consumer Units,01,TRANS,Transportation,530901,Ship fares,2,CXU530901LB0101M,21955.0,162.0,12.52,false
All Consumer Units,01,TRANS,Transportation,530902,School bus,2,CXU530902LB0101M,341.0,3.0,42.72,true
All Consumer Units,01,TRANS,Transportation,620114,Automobile service clubs and GPS services,3,CXU620114LB0101M,2639.0,19.0,5.4,false
All Consumer Units,01,TRANS,Transportation,850300,Other vehicle finance charges,3,CXU850300LB0101M,3069.0,23.0,18.79,false
All Consumer Units,01,TRANS,Transportation,950024,Vehicle personal property taxes,2,CXU950024LB0101M,8620.0,63.0,5.69,false
Q1,02,ALCBEVG,Alcoholic beverages,200119,"Beer, ale, and other malt beverage",2,CXU200119LB0102M,1525.0,56.0,13.38,false
Q1,02,ALCBEVG,Alcoholic beverages,200219,Distilled spirits,2,CXU200219LB0102M,576.0,21.0,26.03,true
Q1,02,ALCBEVG,Alcoholic beverages,200310,Wine,2,CXU200310LB0102M,1166.0,43.0,18.16,false
Q1,02,ALCBEVG,Alcoholic beverages,200900,Alcoholic beverages purchased on trips,2,CXU200900LB0102M,611.0,23.0,16.24,false
Q1,02,ALCBEVG,Alcoholic beverages,790420,"Alcoholic beverages at restaurants, taverns",2,CXU790420LB0102M,2724.0,101.0,18.24,false
Q1,02,FOODTOTL,Food,010119,Flour and prepared flour mixes,2,CXU010119LB0102M,625.0,23.0,15.55,false
Q1,02,FOODTOTL,Food,010210,"Cereal, breakfast, and granola bars",4,CXU010210LB0102M,1733.0,64.0,8.17,false
Q1,02,FOODTOTL,Food,010310,Rice,4,CXU010310LB0102M,838.0,31.0,11.89,false
Q1,02,FOODTOTL,Food,010320,"Pasta, cornmeal, and other cereal products",4,CXU010320LB0102M,1006.0,37.0,10.26,false
Q1,02,FOODTOTL,Food,020219,Bread,2,CXU020219LB0102M,2403.0,89.0,7.3,false
Q1,02,FOODTOTL,Food,020310,Biscuits and rolls,5,CXU020310LB0102M,1405.0,52.0,7.47,false
Q1,02,FOODTOTL,Food,020410,Cakes and cupcakes,5,CXU020410LB0102M,1051.0,39.0,23.47,false
Q1,02,FOODTOTL,Food,020510,Cookies,5,CXU020510LB0102M,1794.0,66.0,12.5,false
Q1,02,FOODTOTL,Food,020610,Crackers,5,CXU020610LB0102M,814.0,30.0,7.12,false
Q1,02,FOODTOTL,Food,020620,Bread and cracker products,5,CXU020620LB0102M,140.0,5.0,13.49,false
Q1,02,FOODTOTL,Food,020710,"Sweetrolls, coffee cakes, and doughnuts",5,CXU020710LB0102M,652.0,24.0,11.31,false
Q1,02,FOODTOTL,Food,020810,Frozen and refrigerated bakery products,4,CXU020810LB0102M,769.0,28.0,9.24,false
Q1,02,FOODTOTL,Food,020820,"Pies, tarts, and turnovers",5,CXU020820LB0102M,299.0,11.0,12.52,false
Q1,02,FOODTOTL,Food,030110,Ground beef,4,CXU030110LB0102M,2511.0,93.0,7.89,false
Q1,02,FOODTOTL,Food,030219,Roasts,2,CXU030219LB0102M,823.0,30.0,20.15,false
Q1,02,FOODTOTL,Food,030519,Steak,2,CXU030519LB0102M,2247.0,83.0,10.87,false
Q1,02,FOODTOTL,Food,030810,Other beef,4,CXU030810LB0102M,827.0,31.0,18.58,false
Q1,02,FOODTOTL,Food,040119,"Bacon, breakfast sausage, and related products",2,CXU040119LB0102M,1766.0,65.0,8.81,false
Q1,02,FOODTOTL,Food,040210,Pork chops,4,CXU040210LB0102M,721.0,27.0,17.88,false
Q1,02,FOODTOTL,Food,040319,Ham,2,CXU040319LB0102M,1054.0,39.0,16.48,false
Q1,02,FOODTOTL,Food,040410,Other pork,4,CXU040410LB0102M,1322.0,49.0,10.82,false
Q1,02,FOODTOTL,Food,050110,Frankfurters,4,CXU050110LB0102M,428.0,16.0,11.55,false
Q1,02,FOODTOTL,Food,050319,Lunchmeats,2,CXU050319LB0102M,1683.0,62.0,7.64,false
Q1,02,FOODTOTL,Food,050419,"Lamb, organ meat, and game",2,CXU050419LB0102M,387.0,14.0,32.77,true
Q1,02,FOODTOTL,Food,060119,Chicken,2,CXU060119LB0102M,3982.0,147.0,5.21,false
Q1,02,FOODTOTL,Food,060310,Other poultry,4,CXU060310LB0102M,647.0,24.0,11.23,false
Q1,02,FOODTOTL,Food,070119,Processed fish and seafood,2,CXU070119LB0102M,1848.0,68.0,7.97,false
Q1,02,FOODTOTL,Food,070230,Fresh fish and shellfish,4,CXU070230LB0102M,1718.0,64.0,9.32,false
Q1,02,FOODTOTL,Food,080110,Eggs,3,CXU080110LB0102M,2068.0,77.0,9.06,false
Q1,02,FOODTOTL,Food,090110,"Fresh milk, all types",4,CXU090110LB0102M,2663.0,99.0,6.91,false
Q1,02,FOODTOTL,Food,100119,Butter and margarine,2,CXU100119LB0102M,824.0,30.0,7.47,false
Q1,02,FOODTOTL,Food,100210,Cheese,4,CXU100210LB0102M,3099.0,115.0,5.01,false
Q1,02,FOODTOTL,Food,100410,Ice cream and related products,4,CXU100410LB0102M,1558.0,58.0,8.07,false
Q1,02,FOODTOTL,Food,100519,Other dairy and related products,2,CXU100519LB0102M,2271.0,84.0,6.44,false
Q1,02,FOODTOTL,Food,110110,Apples,4,CXU110110LB0102M,854.0,32.0,10.12,false
Q1,02,FOODTOTL,Food,110210,Bananas,4,CXU110210LB0102M,786.0,29.0,7.47,false
Q1,02,FOODTOTL,Food,110319,Citrus fruits,2,CXU110319LB0102M,803.0,30.0,7.65,false
Q1,02,FOODTOTL,Food,110410,Other fresh fruits,4,CXU110410LB0102M,3583.0,133.0,6.07,false
Q1,02,FOODTOTL,Food,120110,Potatoes,4,CXU120110LB0102M,1047.0,39.0,13.77,false
Q1,02,FOODTOTL,Food,120210,Lettuce,4,CXU120210LB0102M,473.0,18.0,7.53,false
Q1,02,FOODTOTL,Food,120310,Tomatoes,4,CXU120310LB0102M,823.0,30.0,7.85,false
Q1,02,FOODTOTL,Food,120410,Other fresh vegetables,4,CXU120410LB0102M,3887.0,144.0,6.3,false
Q1,02,FOODTOTL,Food,130119,Frozen noncarbonated juices and drinks,2,CXU130119LB0102M,52.0,2.0,51.74,true
Q1,02,FOODTOTL,Food,130129,Frozen fruits and vegetables,2,CXU130129LB0102M,1065.0,39.0,9.9,false
Q1,02,FOODTOTL,Food,140219,Canned fruits and vegetables,2,CXU140219LB0102M,1252.0,46.0,6.6,false
Q1,02,FOODTOTL,Food,140349,Dried fruits and vegetables,2,CXU140349LB0102M,1018.0,38.0,8.38,false
Q1,02,FOODTOTL,Food,150110,Candy and chewing gum,4,CXU150110LB0102M,2716.0,100.0,5.53,false
Q1,02,FOODTOTL,Food,150219,Sugar and artificial sweeteners,2,CXU150219LB0102M,484.0,18.0,14.21,false
Q1,02,FOODTOTL,Food,150310,"Jams, preserves, and other sweets",4,CXU150310LB0102M,791.0,29.0,9.4,false
Q1,02,FOODTOTL,Food,160211,Fats and oils,4,CXU160211LB0102M,923.0,34.0,8.54,false
Q1,02,FOODTOTL,Food,160212,Salad dressings,4,CXU160212LB0102M,661.0,24.0,10.64,false
Q1,02,FOODTOTL,Food,160320,Peanut butter,4,CXU160320LB0102M,421.0,16.0,12.18,false
Q1,02,FOODTOTL,Food,170110,Cola,4,CXU170110LB0102M,1914.0,71.0,11.54,false
Q1,02,FOODTOTL,Food,170210,Other carbonated drinks,4,CXU170210LB0102M,2669.0,99.0,10.96,false
